time,pos_x,pos_y,pos_z,q,p1,p2,p3
1589543601.8395026,-0.0,15.314462282806284,58.0,0.6893310546875,-0.1436767578125,-0.15618896484375,0.69268798828125
1589543601.8495026,-0.0,15.314462282806284,58.0,0.6893310546875,-0.14363168807786278,-0.15625,0.69268798828125
1589543601.8595026,-0.0,15.314462282806284,58.0,0.6893310546875,-0.14367584195355215,-0.15625,0.69268798828125
1589543601.8695025,-0.0,15.314462282806284,58.0,0.6893310546875,-0.14373779296875,-0.15625,0.692626953125
1589543601.8795025,-0.0,15.314462282806284,58.0,0.6893310546875,-0.1437643971772243,-0.15625,0.692626953125
1589543601.8895025,-0.0,15.314462282806284,58.0,0.6893053764191805,-0.14377314985668052,-0.15627567826831948,0.6926526313933195
1589543601.8995025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.14371909554491358,-0.15632973258008642,0.69268798828125
1589543601.9095025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.1436872693907268,-0.1563615587342732,0.6926774767030232
1589543601.9195025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.14375102132533454,-0.15632426351283454,0.692626953125
1589543601.9295025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.1437730971900621,-0.1563978012474379,0.6926526840599379
1589543601.9395025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.14373779296875,-0.15643310546875,0.69268798828125
1589543601.9495025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.14373779296875,-0.15643310546875,0.6926685940182854
1589543601.9595025,-0.0,15.314462282806284,58.0,0.68927001953125,-0.14374448845779422,-0.15643310546875,0.692626953125
1589543601.9695024,-0.0,15.314462282806284,58.0,0.68927001953125,-0.1437943161542069,-0.15643310546875,0.692626953125
1589543601.9795024,-0.0,15.314462282806284,58.0,0.689208984375,-0.14373779296875,-0.1566162109375,0.6926763821120424
1589543601.9895024,-0.0,15.314462282806284,58.0,0.689208984375,-0.14373779296875,-0.1566162109375,0.6926320592899469
1589543601.9995024,-0.0,15.314462282806284,58.0,0.6891950322709299,-0.14373779296875,-0.15685512482253022,0.692626953125
1589543602.0095024,-0.0,15.314462282806284,58.0,0.68914794921875,-0.14373779296875,-0.15704345703125,0.692626953125
1589543602.0195024,-0.0,15.314462282806284,58.0,0.68914794921875,-0.1437202462791584,-0.1570610037208416,0.6926444998145916
1589543602.0295024,-0.0,15.314462282806284,58.0,0.68914794921875,-0.1436767578125,-0.1571044921875,0.69268798828125
1589543602.0395024,-0.0,15.314462282806284,58.0,0.68914794921875,-0.1436767578125,-0.1571044921875,0.69268798828125
1589543602.0495024,-0.0,15.314462282806284,58.0,0.68914794921875,-0.1436767578125,-0.1571044921875,0.69268798828125
1589543602.0595024,-0.0,15.314462282806284,58.0,0.6891385403315758,-0.1436767578125,-0.15711390107467416,0.69268798828125
1589543602.0695024,-0.0,15.314462282806284,58.0,0.6890869140625,-0.1436767578125,-0.15718795956364084,0.69268798828125
1589543602.0795023,-0.0,15.314462282806284,58.0,0.6890678673869498,-0.1436767578125,-0.1573447376829007,0.69268798828125
1589543602.0895023,-0.0,15.314462282806284,58.0,0.68902587890625,-0.1436767578125,-0.15751030763868962,0.69268798828125
1589543602.0995023,-0.0,15.314462282806284,58.0,0.68902587890625,-0.1436767578125,-0.1576395841272866,0.6926723847179878
1589543602.1095023,-0.0,15.314462282806284,58.0,0.6890329989240161,-0.14366963779473385,-0.15779011894178233,0.6926198331072339
1589543602.1195023,-0.0,15.314462282806284,58.0,0.6891075349761676,-0.14361572265625,-0.15793919104608511,0.6925246761414149
1589543602.1295023,-0.0,15.314462282806284,58.0,0.689193020859226,-0.14359318683601202,-0.15811016281220186,0.6923762401955361
1589543602.1395023,-0.0,15.314462282806284,58.0,0.6893220163366733,-0.14353735523152555,-0.15836815376709668,0.6921914131136022
1589543602.1495023,-0.0,15.314462282806284,58.0,0.6894868214271369,-0.14347680413018155,-0.15868091573445534,0.6919744810285788
1589543602.1595023,-0.0,15.314462282806284,58.0,0.6897504441200879,-0.14337158203125,-0.15901785342928518,0.6916582472861621
1589543602.1695023,-0.0,15.314462282806284,58.0,0.6900189660812346,-0.14336882791875258,-0.15912691468124227,0.691386971212518
1589543602.1795022,-0.0,15.314462282806284,58.0,0.6903520244391764,-0.14331331819242893,-0.1592934438602132,0.6909984031282526
1589543602.1895022,-0.0,15.314462282806284,58.0,0.6908282252473976,-0.14324951171875,-0.15972131844494153,0.6904583958463524
1589543602.1995022,-0.0,15.314462282806284,58.0,0.6911447879754601,-0.14324951171875,-0.15990221143240577,0.6901418331182899
1589543602.2095022,-0.0,15.314462282806284,58.0,0.691499023813036,-0.1431884765625,-0.16019433638814315,0.689665526968214
1589543602.2195022,-0.0,15.314462282806284,58.0,0.6917451348283019,-0.1431884765625,-0.16048966960646235,0.6894194159529481
1589543602.2295022,-0.0,15.314462282806284,58.0,0.6918374431018693,-0.14320274859953266,-0.16075232952546734,0.6892050373668807
1589543602.2395022,-0.0,15.314462282806284,58.0,0.691438442336079,-0.14328483643357018,-0.16063491697660967,0.689604038132671
1589543602.2495022,-0.0,15.314462282806284,58.0,0.6906412406840092,-0.14342429213905777,-0.1604350707273461,0.6904144173116927
1589543602.2595022,-0.0,15.314462282806284,58.0,0.6895195364719249,-0.143635842310875,-0.160319235814125,0.6915799552221501
1589543602.2695022,-0.0,15.314462282806284,58.0,0.6873028629379743,-0.14378006143761857,-0.15950604093794465,0.6938980591556423
1589543602.2795022,-0.0,15.314462282806284,58.0,0.6853704761199692,-0.14340548669662345,-0.1579182548457963,0.6962891469822222
1589543602.2895021,-0.0,15.314462282806284,58.0,0.6831645823926128,-0.14330387084685028,-0.15678786615575557,0.6987457423199366
1589543602.2995021,-0.0,15.314462282806284,58.0,0.6807880912783225,-0.14325220799653962,-0.1557546091495424,0.7012255591348482
1589543602.3095021,-0.0,15.314462282806284,58.0,0.6773447857358996,-0.14384659936635721,-0.1551083730702785,0.7045988907041932
1589543602.319502,-0.0,15.314462282806284,58.0,0.6743881197577766,-0.1443745754338792,-0.15463319460950872,0.7073971638620596
1589543602.329502,-0.0,15.314462282806284,58.0,0.6713392702990112,-0.14483743953327333,-0.15417379093547667,0.7103404631901226
1589543602.339502,-0.0,15.314462282806284,58.0,0.6661235734319945,-0.14536948349240636,-0.15289999724720507,0.7153879983748315
1589543602.349502,-0.0,15.314462282806284,58.0,0.6630499727439316,-0.14568129805496347,-0.15209818837205824,0.7183279642503697
1589543602.359502,-0.0,15.314462282806284,58.0,0.658006290715914,-0.14623497811489844,-0.1510108320501904,0.7230998530391368
1589543602.369502,-0.0,15.314462282806284,58.0,0.6543897850247216,-0.14661593956976615,-0.1502495661729677,0.7264319517042038
1589543602.379502,-0.0,15.314462282806284,58.0,0.6481020296727922,-0.14727663254376436,-0.14893482863261176,0.7321614900674744
1589543602.389502,-0.0,15.314462282806284,58.0,0.6430439953855969,-0.14784770007081532,-0.14784708032711938,0.7367470319761422
1589543602.399502,-0.0,15.314462282806284,58.0,0.6385298408711257,-0.14829856341126227,-0.14693983253622392,0.7407484441226089
1589543602.409502,-0.0,15.314462282806284,58.0,0.634675067903526,-0.1486792817290499,-0.14613080611092522,0.7441273191929741
1589543602.419502,-0.0,15.314462282806284,58.0,0.6280669678050893,-0.14927345480296564,-0.14487350055031872,0.749842432231458
1589543602.429502,-0.0,15.314462282806284,58.0,0.6236236396620604,-0.14970710984370428,-0.1439817371094893,0.753650766874497
1589543602.439502,-0.0,15.314462282806284,58.0,0.6187374881084404,-0.15007960725778385,-0.14305969244017097,0.7577298406976113
1589543602.449502,-0.0,15.314462282806284,58.0,0.6143812028183556,-0.15041495106210961,-0.1422561409762492,0.7613490064514093
1589543602.459502,-0.0,15.314462282806284,58.0,0.6117397426274751,-0.15059104840816834,-0.14169262946886135,0.7635326135425373
1589543602.469502,-0.0,15.314462282806284,58.0,0.6070072638045289,-0.15086667609080248,-0.14075935829156627,0.7673946726120374
1589543602.479502,-0.0,15.314462282806284,58.0,0.6016676315881244,-0.15121283345286818,-0.13973883195696907,0.7717137784938447
1589543602.489502,-0.0,15.314462282806284,58.0,0.596098178087478,-0.1515388056804593,-0.13857435697878026,0.7761897017461441
1589543602.499502,-0.0,15.314462282806284,58.0,0.5916486334215629,-0.15189833013846385,-0.13761781892996486,0.7796876577038069
1589543602.509502,-0.0,15.314462282806284,58.0,0.5881284981883633,-0.15234454446379903,-0.1370227782224292,0.7824143464777886
1589543602.519502,-0.0,15.314462282806284,58.0,0.5848009653421236,-0.15276634440205478,-0.13641351164494867,0.784898279447517
1589543602.529502,-0.0,15.314462282806284,58.0,0.5789861249471323,-0.15341096831358222,-0.1354820683221862,0.7892544086552217
1589543602.539502,-0.0,15.314462282806284,58.0,0.5749508734529802,-0.15369351593661543,-0.1347394031283172,0.7922661954572504
1589543602.549502,-0.0,15.314462282806284,58.0,0.5705005012468533,-0.15394391170969765,-0.13379269118506018,0.7955699152137109
1589543602.559502,-0.0,15.314462282806284,58.0,0.5674989177930914,-0.15407633450912833,-0.13321885905419392,0.7977769618708888
